seed,netname,use_bit_wise,use_vec_wise,pairwise_multiplication,emb_dim,bit_width,vec_width,grid,k,dataset,task,epochs,batch_size,lr,weight_decay,gamma,note,device_index,test_auc,test_logloss
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,1,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8530258975366856,0.31741546988487246
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,1,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8516337800239591,0.31856501549482347
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,1,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8517027046214724,0.3181592240929604
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,1,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8517884260734456,0.318306927382946
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,1,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8547900694582458,0.3158393234014511
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,1,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8522743729922722,0.3180293425917625
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,1,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8544841579256582,0.31708615869283674
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,1,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8527760458728124,0.3174156978726387
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,1,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8512378976032423,0.31868205070495603
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,1,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8545928909090847,0.3165483459830284
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8491064520847672,0.32159913927316663
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,1,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8516950253169101,0.3185481712222099
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8514585701025188,0.31868169009685515
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8541611533499648,0.3161655873060226
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8514496914132954,0.3186318799853325
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.853362710797106,0.3169639095664024
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8543643216893306,0.31669929474592207
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8543066856559147,0.3160263255238533
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.854335894108391,0.3160309374332428
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8519779659746554,0.3181928053498268
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8545218101688382,0.3163982629776001
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8532605205407376,0.31695196628570554
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,2,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8533296070158503,0.3170684203505516
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8490735419899267,0.3211959511041641
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8534174404023573,0.31708627492189406
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8538228954787546,0.3164055272936821
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.853439597754679,0.317013618350029
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8504244466510315,0.32019664645195006
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8544787346283422,0.3163126677274704
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8540756208622197,0.31634753495454787
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8536435936628346,0.3168466106057167
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8494620089575946,0.32086270600557326
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8535178319878787,0.3171642854809761
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8533522861865812,0.3169748246669769
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8513809911213148,0.3184799671173096
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",10,3,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8534275090660021,0.31688171774148943
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8532755275812797,0.31786497086286547
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8507390931583331,0.31957881450653075
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8524885859813625,0.31758121252059934
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8540431590127421,0.3165612041950226
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8531932305292165,0.3170476406812668
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8537300816911237,0.31733793765306473
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8524065270470944,0.31765940636396406
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8528613463022193,0.31723644882440566
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8533888553898811,0.31690304577350614
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8534274765370838,0.31676887422800065
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8522967074066881,0.31793379187583926
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,1,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8530597051985976,0.31698745042085646
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8518788211615907,0.3188696771860123
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8533780932580199,0.31785896569490435
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8528575279195213,0.31744266152381895
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8545082512869471,0.3162651523947716
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8527351172838898,0.317159903049469
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8527311060579356,0.31742489635944365
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8530730528709094,0.3170592799782753
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8522421283324,0.3179865688085556
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8530007786752256,0.31712155789136887
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.853319616986842,0.3168671131134033
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,2,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8532848972756764,0.3169045463204384
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8518645758752402,0.3181662082672119
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8517799150425786,0.3188761904835701
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8533466290436081,0.31779294908046724
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8543381605409912,0.3163575902581215
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8526651511905851,0.31746471524238584
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8524098850255306,0.3174315392971039
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8525888084618055,0.31756819039583206
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8531045752478528,0.31704343408346175
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.852707768735517,0.3175132244825363
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8531728791332445,0.31698315739631655
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8536752682317712,0.3166695937514305
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",5,3,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8532509121795389,0.3169539958238602
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8507168756988259,0.3193881779909134
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8507299228852923,0.3199183836579323
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8531363467153075,0.3175352096557617
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8528449146003142,0.3176736205816269
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8553947163838211,0.3159386157989502
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8538939996349109,0.31682799756526947
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8516685676026251,0.31864293068647387
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8525165948827281,0.3181092619895935
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8538020097490808,0.31682260781526567
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.853674521877022,0.31771440207958224
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8537677554210111,0.3167890638113022
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,1,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8558736836714301,0.3152270779013634
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8506401492110542,0.3194595083594322
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8508684643511459,0.31977183669805526
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8533778286751794,0.317375522851944
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8555050798355464,0.31582530587911606
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8528486116847066,0.317699633538723
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8518681379177797,0.318447969853878
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8539897606591191,0.3167639017105103
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.853766336076023,0.3168517559766769
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8525306241754054,0.31812493205070497
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8535662352665379,0.3178122490644455
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8538116160975052,0.3167645215988159
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,2,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8553718253491516,0.3158356726169586
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8506795778285318,0.319419264793396
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8507066953212539,0.31989719718694687
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.853348016384647,0.31740400195121765
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8554847699412866,0.3158604547381401
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8528759527103634,0.3176667630672455
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8518331240546416,0.318469201028347
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8539823048491412,0.31674955487251283
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8537739929064465,0.3168566972017288
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8525674281041958,0.31806501746177673
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8536466080346481,0.31775074601173403
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8551238513105496,0.31590030789375306
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.850586940060843,0.31981332749128344
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[12, 12]",3,3,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8558861370616212,0.3152396634221077
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8539614509743624,0.3165531441569328
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8510426321318697,0.3196204975247383
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8521372340974104,0.3186048477888107
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8531188950789407,0.3173312947154045
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8541817987029882,0.31636864095926287
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8522298105581797,0.31864213198423386
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.851334579969194,0.31908886730670927
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8533558955477387,0.31714610755443573
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8517349582984929,0.31880945563316343
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8535737308207025,0.317039330303669
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,1,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8528803484920189,0.3175756007432938
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.852834864028009,0.31787158250808717
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8536017169194201,0.31723060458898544
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8531146624289809,0.3186512261629105
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8483765974110634,0.32241777032613755
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8524397595566995,0.3178279995918274
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.853771305312077,0.31698944717645644
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8504947739264506,0.3197341650724411
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8538563504732961,0.31779796332120896
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8531979232662612,0.3171821147203445
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.853712625050935,0.3170516565442085
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8533040428930045,0.3179891839623451
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,2,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8533154123497246,0.31781273186206815
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,3,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.8524599913180607,0.3183973878622055
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,3,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8533358851185471,0.3174895435571671
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,3,ml-1m,CTR,6,512,0.01,0.002,1e-05,0.9,None,0,0.852523769950769,0.31916740387678144
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,3,ml-1m,CTR,6,512,0.001,0.002,1e-05,0.9,None,1,0.8515666511244497,0.3185794711112976
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,3,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8534166451418569,0.3170351803302765
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,3,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8539380384701465,0.31661186963319776
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,3,ml-1m,CTR,6,512,0.01,0.003,1e-05,0.9,None,0,0.8520788350807207,0.3181317910552025
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,3,ml-1m,CTR,6,512,0.001,0.003,1e-05,0.9,None,1,0.8526995732269288,0.3177417695522308
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,3,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.853576353222898,0.3168665274977684
42,KARSEIN,1,1,"[0, 1, 2]",16,"[32, 32]","[6, 12]",10,3,ml-1m,CTR,6,512,0.001,0.004,1e-05,0.9,None,1,0.8536431859644941,0.3171258896589279
42,KARSEIN,1,1,"[0, 1, 2]",32,"[32, 32]","[6, 12]",10,3,ml-1m,CTR,6,512,0.01,0.004,1e-05,0.9,None,0,0.8523364317004039,0.3187299445271492
